Text	Category
CX/10 UN GRANOLA S/GLUTEN CHIA C/BANANA 800G L:12240 QTD:1	alimentos
BATATA PALHA BATZ 06X800GR	alimentos
M.RENATA C/OVOS NINHO 3 20X500G	alimentos
GRANULADO CROCANTE ROSA CX 24 X 150 G	alimentos
RAPADURA COM MAMAO C/AMENDOIM ELDORADO 30X600G	alimentos
MABEL AMANT CHOC 400X24	alimentos
ACTIVIA 900 G LIQ FAM AMEIXA	alimentos
13-IOG GREGO ZERO MGO. 24X100G - 731527	alimentos
BISCOITO SEM GLUTEN SABOR MARACUJA -CX C/ 24 x 100gr	alimentos
CHOC BIS XTRA 55G CX 80	alimentos
CX/12 UN COOKIES S/GLUTEN AMARANTO C/CACAU 90G L:12925 QTD:3	alimentos
IOG BATAVO 400G PED PESSEGO	alimentos
35-IOG LIQ FRUT VERM 28X180G V - 738869	alimentos
M.RENATA C/OVOS GRAVATA 20X500G	alimentos
REQ. REGATAS 12x200G LIGHT COM AMIDO	alimentos
NECTAR DE UVA MARATA 12X1000ML	alimentos
PAO SOVADO 500G	alimentos
AZEITONA PT S/C LV PT 24x175 g 0000043041	alimentos
FORTALEZA SEM COVOS PARAFUSO 20X500	alimentos
MOLHO DE TOMATE TRAD. FUGINI SACHE 36 X 250 G	alimentos
LEITE CONDENSADO PIRACANJUBA ZL 395G	alimentos
BISC. DIMINAS SOL KG	alimentos
ROSQUINHAFRUTAS VERMELHAS LIGHT 10X150G CX	alimentos
KRO CEBOLA 18X100 GRAMAS	alimentos
ROSQUINHA AMANTEIGADA C FLOCOS 160 GR 1X160GR	alimentos
BISC PASSATEMPO LEITE REGULAR 150G 12045	alimentos
MOLHO DE PIMENTA JALAPENO COM LIMAO 89MLFRONTERA	alimentos
POLENGHI COM 72 UNIDADES DE 17 G	alimentos
IOG SEM LAC CRANBERRYZERO 150G	alimentos
MOSTARDA DICEL 12 X 200 ML Tot. Tributos R$ 14,53 Federal R$ 7,56 Estadual	alimentos
TABLETE CHOCOLATE 100% DISPLAY 6 UND	alimentos
32-IOG LIQ VITAMINA 9X900G - V - 739456	alimentos
CHOC PROVATTI GRANULADO 100G (25 UN)	alimentos
BISC SALT PLUS AGUIA 20X360G	alimentos
Geléia- Sabor Canela 200 gr	alimentos
CAST. CAJU T/S LV PC 30x100 g 0000049593	alimentos
SELETA MACHADINHO 400G	alimentos
GRANOLA POP DICEL 5 X 1 KG Tot. Tributos R$ 25,82 Federal R$ 13,44 Estadual	alimentos
POP CORN BACON DICEL 12 X 100 GR Tot. Tributos R$ 23,38 Federal R$ 12,17 Estadual	alimentos
BANANINHA NATURAL LU	alimentos
BATATA PALHA KARIS 25X800 GR	alimentos
SUCO NECTAR BELA ISCHIA MANGA 200ML CX 27	alimentos
COOKIE LIGHT AVELA COM GOTAS DE CHOCOLATE - Lote(s): 160823 - Deriv: 20x150g	alimentos
PAO FRANCES 10 HS SABOR & ARTE PCT 11 KG	alimentos
MARMELADA LATA 12x600g PREDILECTA	alimentos
MOLHO TOMATE BONARE SC 340G TRAD (24 UN)	alimentos
CHIPS DE PROTEINA BARBEQUE 28G PROTINGS	alimentos
BN NUTRY SEMENTES 24X2X30G VOL30.00	alimentos
CATCHUP QUERO TETRA 300GR	alimentos
SUCO DO BEM TANGERINA INT 200ML	alimentos
Pipoca Canjica Salgada 50g (Cx c/36und)	alimentos
NECTAR LA FRUIT PESSEGO 1L	alimentos
IOG.DANONE DANIO PESSEGO 125GR 12	alimentos
GRAIN FLAKES CEREAIS MALTADOS - Lote(s): 160302 - Deriv: 22x300g	alimentos
3-IOG MGO COLORBALL 18X165G V - 738861	alimentos
5-IOG LIQ VITAMINA 9X900G - V - 739456	alimentos
Leite Ferm Activia 180g Morango	alimentos
7-IOG LIQ MORANGO 28X180G V - 738871	alimentos
AZ.VDS.PREMIUM GORDAL VF-VIDRO 12/360G 0	alimentos
M.RENATA C/OVOS TRICOLORI PARAFUSO20X500G	alimentos
CX/12 UN COOKIES S/GLUTEN QUINOA C/CHOCOLATE BRANCO 90G L:13195 QTD:1	alimentos
11-IOG GREGO ZERO MARACUJA 24X100 - 737564	alimentos
LEIT FERM ACTIVIA LIQ AVEIA 180GR 1X1UN QTD. 6.00 UN	alimentos
ACAI MACUNAIMA MEDIO 1KG Lt 012012	alimentos
BANAGOIABA ACUC 900GM CX C/20 PCTS	alimentos
DANETTE UHT CHOCOLX3 BEB LACT 651GX9	alimentos
CHOCOLATE MENDOA 99% DE CACAU 5G (FLOW PACK) UNICA	alimentos
POLPA GOIABA DOCE MEL	alimentos
AZEITONA VERDE RECH. DICEL 12 X 180 G Tot. Tributos R$ 12,92 Federal	alimentos
BISC NESFIT 120G MORANGO CEREAIS	alimentos
LEITE DE SOJA ADES LARANJA TP 01LT	alimentos
MOLHO BARBECUE DICEL 6 X 270 ML Tot. Tributos R$ 50,60 Federal R$ 26,33 Estadual	alimentos
Bisc Lam Renata 360g	alimentos
SUCO DAFRUTA HOT WHE 200MLUVA (27 UN)	alimentos
SUCO CASA DE BENTO UVA 1 L	alimentos
COOKIE CAPPUCCINO E AVELA DIET - Lote(s): 160805 - Deriv: 20x150g	alimentos
DOCE DE COCO QUEIMADO BANDEJA 7897906600105	alimentos
MASSA P/PASTEIS ROLO - 1 KG - ROL/1 CX 7 UND	alimentos
20-1459 - IOG INT AMEIXA 12X170G V - 1459	alimentos
IOG DANIO DANONE MORANGO 125GR 1X1UN QTD. 10.00 UN	alimentos
IOGURTE RAPOSINHA PESSEGO 110G	alimentos
WAFER CHOCOLATE - 40X110 GRS	alimentos
Geleia de Goiaba Extra FRUTAU 390g 1x12	alimentos
IOG DANONE GREGO INTEGRAL FRUTS VERM400G	alimentos
LING. CALABRESA SADIA 500G	alimentos
SUCO KAPO MORANGO200ML	alimentos
CORN SUGAR 24 X 300 GR Tot. Tributos R$ 48,34 Federal R$ 25,16 Estadual	alimentos
BATATA PALHA 80G ELMA CHIPS	alimentos
BAUD ROCAMBOLE TOP CHOC AVELA 18X230GR	alimentos
AZEITONA VERDE DICEL 24 X 100 GR Tot. Tributos R$ 14,75 Federal	alimentos
38-IOG GREGO ZERO BAUN 24X100G-V - 731661	alimentos
BISC RECH TORTUGUITA CHOCOLATE 130G	alimentos
GRAIN FLAKES TRADICIONAL - Lote(s): 160520 - Deriv: 22x300g	alimentos
ACTIVIA LIQ MORANGO LTE FERM 900G	alimentos
CX/12 UN GRANOLA SEM GLUTEN QUINOA COM CASTANHAS 200G L:12628 QTD:10	alimentos
GRAIN FLAKES TRADICIONAL - Lote(s): 160224 - Deriv: 22x300g	alimentos
BEBIDA LACT ELEGE 540G MOR AMEIXA	alimentos
7898925675068 CHA SONETO POS REFEICAO ORGANICO SACHE CX COM 10 UNID.10G	alimentos
PORCAO SEQUILHOS DE COCO - 25G	alimentos
MAIZENA CREMOGEMA TRADIC CART 24X500GR	alimentos
5-IOG MGO C/ SUCR 18X165G V - 738862	alimentos
ACAI TRADICIONAL DOCE VIDA 12X	alimentos
PENNE RIGATE INTEGRALE - 500G	alimentos
AZEITONA VD S/C LV PT 12x300 g	alimentos
SALG ELMA CHIPS CEBOLITOS 60GCEB	alimentos
198 LLG - CHA MISTO ORGANICO LEMON GINGER - LATA 100G	alimentos
NUTRINECTAR MANGA INTEGRAL 6 X 1L	alimentos
ACAI MACUNAIMA MEDIO 100G Lt 016012	alimentos
GRANOLA TRADICIONAL NATIVA 1KG 1X10 QTD. 1.00 FD	alimentos
POLPA DE AÇAI RAJA 1 KG	alimentos
CHEESE BITES 125g Cx c/6 un. LANCAMENTO BONIFICACAO	alimentos
CHOC DISQUETI DORI 11G 0113 DI 36UN	alimentos
RELAX TEA	alimentos
TAMARINDO POLPA FRUTAE 24X100G	alimentos
MOLHO TRADICIONAL QUERO SC 24/340G	alimentos
COCADA BAHIANA 800G	alimentos
PETAO 150G	alimentos
MANTEIGA LEIT 500G PT COMPL	alimentos
BISCOITO NESTLE NEGRESCO BAUNILHA 140G	alimentos
IOG GREGO PESSEGO 95GR PAULISTA	alimentos
MOLHO BARBECUE 236ML	alimentos
TOMATE PELADO EM CUBOS PAGANINI (PEQUENO) 400G	alimentos
ACHOCOLATADO DIET ADOCADO C/ STEVIA 220GR STEVITA	alimentos
COOKIE CAPPUCCINO E AVELA DIET - Lote(s): 160122 - Deriv: 20x150g	alimentos
BISC RECH TRAK MOR 143G CX 54	alimentos
PASTA DE AMENDOIM NATURAL CROCANTE 425G SKIPPY	alimentos
7-1446 - REQ CREMOSO LIGHT 24X200G V - 330806	alimentos
BISC ZABET MOUSSE MORANGO 145GR CX-35-UN	alimentos
BF NUTRY AMEIXA CHOC 6X24X20G VOL1.00	alimentos
GRANOLA POP DICEL 5 X 1 KG Tot. Tributos R$ 25,47 Federal R$ 13,26 Estadual	alimentos
46-IOG GREGO NAO ADOCADO 24X100G - 732668	alimentos
15-IOG LIQ VIT FRUT INF 28X180G V - 738873	alimentos
CATCHUP QUERO TRAD.BISNAGA CXA 1 X 24 200G	alimentos
DVALLE M UVA L 6X335	alimentos
PACOCA CASEIRA DICEL 10 X 180 GR Tot. Tributos R$ 4,13 Federal R$ 2,15 Estadual	alimentos
DANITO UHT CHOCOLATE 200ML	alimentos
MARROM GLACE FUGINI FL 24 X 400 G	alimentos
MOSTARDA PICANTE DICEL 12 X 200 GR Tot. Tributos R$ 6,43 Federal	alimentos
OVO DE CHOCOLATE TRI-GOSTOSO 210G	alimentos
54-IOG LIQ MORANGO 9X900G - V - 739455	alimentos
NUTMIX PR AMENDOAS E UVA PASSA DP C/16UND	alimentos
CREME AVELA C/ CACAU 12X150G(LOTE: 082 - DT. VALIDADE: 22/03/17)	alimentos
GELEIA LINEA DIET MIRTILO 230G	alimentos
CEREAL VITALON 6 CEREAIS SCH 200G	alimentos
Biscoito Bono Recheado 140g Chocolate Nestle UN	alimentos
Doce de umbu cremoso Organico- 230g	alimentos
PALMITO IMPERIAL CANDEIAS TOLETE 300 GR	alimentos
ADES PESSEGO TB 6X1L	alimentos
REQUEIJAO CREMOSO TRAD. CAROLINA 200G C/20UN	alimentos
RAPADURA LEITE CMAMAO 30X600	alimentos
M.GALO SEMOLA AVE MARIA 20X500G	alimentos
GRANOLA LIGHT DICEL 300 GR Tot. Tributos R$ 4,57 Federal R$ 2,38 Estadual	alimentos
MOSTARDA DICEL 12 X 200 ML Tot. Tributos R$ 27,60 Federal R$ 14,36 Estadual	alimentos
CORN SUGAR 24 X 300 GR Tot. Tributos R$ 33,57 Federal R$ 17,47 Estadual	alimentos
BISCOITO CASEIRO DE POLVILHO DOCE TEMPERADO 150G	alimentos
IOG.PAULISTA GREGO BAUNILHA 95GR 20	alimentos
AZ.PTS.VF-VIDRO 24/200G 0	alimentos
COOKIE CASTANHA PARA - Lote(s): 160322 - Deriv: 20x200g	alimentos
MAC CAB ANJO BARILLA OVOS 500G	alimentos
Bisc.Rech.Hot Cracker Pizza 12x184g	alimentos
TEMPERO COMPLETO S PIMENTA 24X300GR	alimentos
MAC PARAF EMEGE C OVOS 500G FD 24	alimentos
90-890 - MAIONESE VIGOR 24X200G - 890	alimentos
SALG DE MILHO PIC POP 40X15 PP	alimentos
SUCO MAGUARY GRF 500ML 1X1 ABACAX	alimentos
PIPOCA ALHO E OREGANO ZERO - Lote(s): 6081001 - Deriv: 24x70g	alimentos
18-1459 - IOG INT AMEIXA 12X170G V - 1459	alimentos
RF.REQUEIJAO SULMINAS COPO UND 1 X 1 200G	alimentos
1-1193 - BEBIDA DE MARACUJA 27X200ML V - 1193	alimentos
DOCE DE GOIABA BIA PCT 850 GR	alimentos
PIMENTA LELI REI MOI	alimentos
PESC KANI-SURIMI BAST 250G SERR	alimentos
SALG ELMA CHIPS CHEETOS REG LUA 150G CX 12	alimentos
POLPA SEMPRE VIVA CX C/ 15 PCT 10 UND X 100GR MARACUJA	alimentos
POLPA MANGA PERS DOCE MEL	alimentos
NUTS BAR CASTANHAS E SEMENTES C/12 (Lote: 48781, Data Validade: 11/12/2016)	alimentos
LEITE FER ACT 400G POLP CEREJA	alimentos
Leite Fer Activia Liq SLact Mor Ba 850g 107912 Danone PT	alimentos
POLPA DE GRAVIOLA 1 KGValor Aprox. Trib. R$94,35 Federal e R$173,40 Estadual Fonte: Lei n. 12.741/12. Fonte: IBPT	alimentos
- AZ.VDS.R/PIMENTAO RIVOLI-VIDRO12/500G	alimentos
POLPA DE GRAVIOLA DAY FRUT	alimentos
AZEITE LAGAR DO PORTO 500ML	alimentos
CER KELLOGGS SUCRI CX 300G	alimentos
BOMBOM LACTA LAKA 12X150G 76223008517800DP1DP	alimentos
LEITE NINHO 1+ C/PREBIO 400GR	alimentos
GRAIN FLAKES BANANA E CANELA - Lote(s): 160204 - Deriv: 22x300g	alimentos
BISCOITO DE ARROZ COM COBERTURA DE CHOCOLATE AO LE	alimentos
CASTANHA DE BARU TORRADA S/ SAL 180Gx36	alimentos
CHA LEAO FUZE BOLDO CHILE 1GX10UN CX30	alimentos
POLPA DE TAMARINDO DOCE MEL PERSONALIZADA 100G CX 10KG	alimentos
CHA MAIS CHA SUBLIME INOCENCIA 10 SACHES 10G	alimentos
SUCO MAGUARY PPB 1LT TANGERINA (12 UN)	alimentos
BISC MARILAN LAMINADO 400G MANTEIGA (24 UN)	alimentos
MOLHO DE PEQUI COM PIM. DICEL 6 X 200 GR Tot. Tributos R$ 8,61 Federal R$ 4,48 Estadual	alimentos
POLPA DE ACEROLA 1 KGValor Aprox. Trib. R$222,00 Federal e R$408,00 Estadual Fonte: Lei n. 12.741/12. Fonte: IBPT	alimentos
MOLHO TOM. C/AZEITONAS ORIGINALE HEMME - PT, CX 12, 0,360 KG	alimentos
CAPPUCCINO EXPORT 200G CARAMELO	alimentos
SUCO DEL VALLE MAIS GOIABA LATA 335ML	alimentos
3-1356 - IOG NATURAL 12X170G V - 330565	alimentos
SALGADINHO DE MILHO - FERINHA - 05KG - GRANEL - PRESUNTO	alimentos
DOCE DE GOIABA DICEL 10 X 450 GR Tot. Tributos R$ 5,88 Federal R$ 3,06 Estadual	alimentos
IOG INT C/ POLPA E PEDACOS DE COCO 500G	alimentos
4-IOG LIQ MGO INF 28X180G V - 738872	alimentos
8-IOG MGO C/ SUCR 18X165G V - 738862	alimentos
POLPA UMBU GUTTI	alimentos
CX/12 UN GRANOLA SEM GLUTEN QUINOA COM CASTANHAS 200G L:12517 QTD:2	alimentos
ATUM EM PEDACOS C/ OLEO COMESTIVEL E CALDO VEGETAL (POUCH) 12 X 500 GR	alimentos
19-IOG LIQ VITAMINA 9X900G - V - 739456	alimentos
IOG.NATURAL COM MEL 170G CARREFOUR	alimentos
Sandella Mac Inst Car 85gx50	alimentos
36-IOGURTE INT MAMAO VIGOR 12X170G - 582825	alimentos
SUCO INTEGRAL DE MARACUJA 500ML	alimentos
PIPOCA MICRO YOKI MANT 100G 016 CX 36	alimentos
MOLHO TOM BONARE SACHE 24X340G MANJERICAO	alimentos
PACOQUINHA AMENDUPA 16G CX/150	alimentos
10-IOG GREGO MGO C/ BAUN 24X100G-V - 731670	alimentos
PALMITO EM RODELA DICEL 300 GR Tot. Tributos R$ 13,11 Federal	alimentos
POLPA DE CAJU 100 GValor Aprox. Trib. R$346,32 Federal e R$636,48 Estadual Fonte: Lei n. 12.741/12. Fonte: IBPT	alimentos
ALCAPARRA IMPERADOR 24X100 G	alimentos
LINGUICA FRANGO CONG PCT GROSSA 3X5KG	alimentos
CHA MATE TOSTADO 24 X 110g	alimentos
GNOCCHI DE ABOBORA 3X1,8KG	alimentos
ELEFANTE LATA 48X130G ED.VER	alimentos
BEB LACTEA UHT CH 10LT-CX 20LT- Lote:110916S5	alimentos
ACAI ESSENCIAL ESPECIAL 100G Lt 001014	alimentos
FLORMEL CASTANHA E FRUTOS C CHOCOLATE ZERO 75G	alimentos
DOCE DE BANANA DICEL 10 X 450 GR Tot. Tributos R$ 40,11 Federal R$ 20,88 Estadual	alimentos
COOKIE LIGHT AVELA COM GOTAS 35 GR - Lote(s): 160503 - Deriv: 15x35g	alimentos
Pao de Alho Bom Sabor Apimentado	alimentos
PRESUNTO FRIATO KG	alimentos
BARRA MACA LINEA 6X24X25G(LOTE: 6102 - DT. VALIDADE: 11/04/17)	alimentos
2-1357 - IOG NATURAL DESN 12X170G V - 330566	alimentos
POLPA DE LIMAO KG	alimentos
GARAM MASALA 35G NOMU	alimentos
GRAIN FLAKES TRADICIONAL - Lote(s): 160401 - Deriv: 15x1000g	alimentos
DUETO EM CONSERVA FUGINI SACHE 32 X 200 G	alimentos
POLPA GRAVIOLA DF	alimentos
VIT WAF MORANGO 30X130	alimentos
LEITE APTAMIL 3 PREMIUM LATA 800G	alimentos
ERVA MATE OUROPY ICE MENTA 500G	alimentos
CHA MAIS CHA SUBLIME PAIXAO SABOR FRUTAS VERMELHAS 10 SACHES 15G	alimentos
14-IOG GREGO ZERO MGO. 24X100G - 731527	alimentos
DOCE POTE AMEIXA C/ LEITE 400GR	alimentos
MINI CROISSANT KG	alimentos
8-1459 - IOG INT AMEIXA 12X170G V - 1459	alimentos
OLEO DE SOJA GRANOL	alimentos
Ovos de Pascoa Radical n.20	alimentos
AVE MARIA OVO PTBON 18X500G	alimentos
BEB LACTEA UHT CH 2,5LT-CX 22KGLote: 18061602	alimentos
KETCHUP FUGINI TRAD. SACHE 36 X 200 G	alimentos
3-IOG MGO CHOCOMAX 18X165G V - 738803	alimentos
MARG SOYA C SAL UN - 1X1KG	alimentos
ALHO PICADO 6X450G CX	alimentos
POLPA DE CAJA 100GR FRUTYSUL	alimentos
Bisc.Cookie Parati Bau/Choc.12x100g	alimentos
MARG.DELICIA C/SAL UND 1 X 1 1KG	alimentos
DMorango AUREA 1Kg 1x12	alimentos
SUCO NUTRI NECTAR PESSEGO 1LT CX 6	alimentos
BISC MARILAN LEV AMEIXA COCO CEREAIS 81G CX 36	alimentos
LINGUICA TIPO CALABRESA COZIDA PCT 3KG(1)(231)	alimentos
CHOCOLATE EM BARRA 76% CACAU 40GR	alimentos
YORGUS - IOGURTE 0% - 130G - 0	alimentos
SALG CROKITOS 27 GR CEBOLINHA 2	alimentos
PATE DE BERINJELA SECA PL 150G PD 140G	alimentos
Iogurte Danone Danio 125g Pessego	alimentos
LEITE APTAMIL AR LATA 800G	alimentos
1-1232 - REQ CREMOSO TRAD 24X250G D - 331114	alimentos
IOG INTEGRAL ADOCADO C/ GELEIA DE F.VERMELHAS - GREGO 100G	alimentos
PRE NAN B 400G	alimentos
TEMPERO CASEIRO 12X500 CX	alimentos
MOLHO INGLÊS 150 ML 12X1	alimentos
Temp e Sabor Maggi 50g Aves Nestle UN	alimentos
ROSQUINHA RANCHEIRO COCO 800G CX 12	alimentos
WAFERS AL CACAO 125g Cx c/6 un. BONIFICADO EVENTO	alimentos
MOLHO P SALADA SABOR QUEIJO	alimentos
COOKIE CASTANHA PARA - Lote(s): 160115 - Deriv: 20x200g	alimentos
CHA VERDE POLote: 007735	alimentos
BC NUTRY MORANGO CHOC12X24X22G VOL10.00	alimentos
BOLACHA S/AD ACUCAR CHOC 200G	alimentos
RAPADURA DE CAJU 200G X 50	alimentos
GRANOLA POP DICEL 5 X 1 KG Tot. Tributos R$ 8,49 Federal R$ 4,42 Estadual	alimentos
SALGADINHO DE MILHO - CEBOLINHA- 50GR - 50X1	alimentos
BR NUTS BAR CASTANHAS E CHOCOLATE PC 1 EH 20	alimentos
SNACK 105g Cx c/12 un.Pague 1 Leve 2	alimentos
CHÁ VERDE 100 GR PCT	alimentos
PRINGLES CREME E CEBOLA PEQUENA	alimentos
REQUEIJAO ITAMBE LIGHT 220G	alimentos
GELEIA MOCOTO ARISCO MOR TP 220G	alimentos
MAC INST NISSIN CARNE 85G	alimentos
BOLACHA S/ ACUCAR GERGELIM190G	alimentos
AGUA DE COCO DUCOCO 1 LITRO	alimentos
CATCHUP BONARE TRADICIONAL FRASCO 24 X 390 GR	alimentos
DEL VAL MAIS MAR 18X200ML	alimentos
BF AMENDOIM/GUARANA 48X3X20G VOL24.00	alimentos
GELEIA MIRTILO LINEA 12X230G(LOTE: 87641 - DT. VALIDADE: 26/09/18)	alimentos
19-1356 - IOG NATURAL 12X170G V - 1356	alimentos
GRAN COOKIE INT BERRIES (CRANBERRY, GOJI E ACAI) - Lote(s): 151120 - Deriv: 10x150g	alimentos
BC NUTRY AV BAN MEL 48X3X22G VOL9.00	alimentos
Bisc Rech Galo 112g	alimentos
Fibratto Pimenta e Chocolate 245g	alimentos
SALG ELMA CHIPS FANDANGOS QJ 63G	alimentos
0-IOG LIQ LACTIVE AMEIXA 6X1260G V - 737735	alimentos
CHOCOLATE AO LEITE SUPREME EM LASCAS -	alimentos
COOKIES BAUNILHA C/BAIXO TEOR ACUCAR, 8x150g, Sep: 86	alimentos
ACAI MACUNAIMA MEDIO 1KG Lt 061012	alimentos
BISC SALG POLV PCT C/25 30G PLAST	alimentos
ACAI COM MORANGO CX C/08	alimentos
COAL ESPQUALITA 400G Lt: 120725	alimentos
CATCHUP TRADICIONAL 400G	alimentos
15-BEB LAC LIQ LECO FRUTAS VERM 9X900G - 757869	alimentos
AMENDOIM CHOC	alimentos
MACARRAO INSTANTANEO MARATA SABOR GALINHA 48X85GR	alimentos
MOLHO ALHO C/ERV. FINAS DICEL 9 X 150 ML Tot. Tributos R$ 7,46 Federal R$ 3,89 Estadual	alimentos
SAL MILHO POP BACON A GRANEL	alimentos
SUCO MAGUARY PPB 1LT ABACAXI (12 UN)	alimentos
GRANCOOKIE DIET ALFARROBA 10X150G - Lote(s): 160420 - Deriv: 10x150g	alimentos
LEITE CONDENSADO CAMPOS DO JORDAO	alimentos
MAIONESE ARISCO SCH TRAD 196G CX 24	alimentos
Leite Ferm Danone Activia SLactose Mix 850g Un Danone UN	alimentos
AZEITONA VD C/C LV AB F 24x100 g 0000043310	alimentos
AZEITE EV POR ARO PET 2L	alimentos
PIZZA SEARA 460G MUSSARELA (12 UN)	alimentos
EMPADA	alimentos
COOKIE AMEIXA E COCO DIET - Lote(s): 161118 - Deriv: 20x150g	alimentos
BF NUTRY COCO/CHOC 48X3X19G VOL24.00	alimentos
DOCE DE LEITE POTE LU 24X400	alimentos
CEREAL MILNUTRE INF AMEIXA180GR 1X1UN QTD. 84.00 UN	alimentos
0-IOG LIQ LACTIVE BAT 9X900G - V - 739457	alimentos
BEB LACTEA PIRAKIDS CHOC 200ML CX 27	alimentos
NECTAR DE MARACUJA EVA 200ML	alimentos
SALSICHA PERDIGAO HOT DOG KG	alimentos
GOIABADA QUERO BL 2340 24/500G	alimentos
RED PEPPER 80 ML 12X1	alimentos
IOGURTE DANONE 900G DANONINHO MORANGO	alimentos
VIT CHOCORESCO WAF BAUN 30X130	alimentos
CEREAL ARO BOLAS CHOC 1KG	alimentos
NOVAMIL RIICE 400G	alimentos
PALMITO RODELA POTE 300GR 15X1	alimentos
M.RENATA C/OVOS CAPELETTI CARNE 12X250G	alimentos
ARISCO MAI LIGHT PET 12X500GR	alimentos
POLPA DE ACEROLA 100 GRAMAS	alimentos
CATCHUP DICEL 12 X 200 GR Tot. Tributos R$ 2,91 Federal R$ 1,51 Estadual	alimentos
MOLHO DE PIM. PICANTE DICEL 9 X 140 ML Tot. Tributos R$ 30,69 Federal R$ 15,97 Estadual	alimentos
CATCHUP DICEL 12 X 400 GR Tot. Tributos R$ 4,04 Federal R$ 2,10 Estadual	alimentos
POLPA SIRIGUELA BRASFRUT 4X1kg	alimentos
TEMPERO ALHO/SAL 24X800GR	alimentos
BF AMENDOIM/GUARANA 48X3X20G VOL9.00	alimentos
NECTAR DAFRUTA MORANGO H WHE 27X200ML	alimentos
GRAIN FLAKES SOJA E LINHACA LIGHT - Lote(s): 160406 - Deriv: 22 x 250 gr	alimentos
SUCO DEL VALLE GOIABA - 1L 388	alimentos
POLPA DE GOIABA 20X100G	alimentos
COOKIES COM CONFEITOS COLORIDOS E CHOCOLATE 150G MERBA	alimentos
29-IOG GREGO FR VERM 24X100G - V - 731674	alimentos
AZEITONA PT FAT LV PT 24x160 g 0000046682	alimentos
BL CHOCOBOM CHOCOLATE 200ML	alimentos
RAPADURINHA DE LEITE FONDANT 160G	alimentos
PAO INTEGRAL 500G	alimentos
BOL. SORTIDAS NATA /COCO / QUEIJO 230G.	alimentos
BANANADA LISA 900GM CX C/20 PCTS	alimentos
REQ FIB 200G TAEQ Lt: 121296	alimentos
Suco Natural One Uva e Maca Int 900ml	alimentos
ACAI ESSENCIAL MEDIO 1KG Lt 007012	alimentos
PASTILHA DORI DISQUETI CHOC 80G	alimentos
NUTRY CASTANHA CHOC 48X3X22G VOL8.00	alimentos
ROSQUINHA MABEL LEITE 800G	alimentos
GOLDEN PALM EXTRA MACIO 270GR	alimentos
SUCO MISTO UVA E MACA NAT ONE 900ML	alimentos
POMAROLA TRADIC. Tetra 27x260	alimentos
CREME DE PIMENTA 6 X 235 ML Tot. Tributos R$ 2,96 Federal R$ 1,54 Estadual	alimentos
COOKIE INT.CHOCOLATE C/ GOTAS - Lote(s): 160922 - Deriv: 20x200g	alimentos
CRAVO DA INDIA 10X10G	alimentos
KETCHUP TRADIC QUERO FP 060 24/200G	alimentos
LEITE CONDENSADO PIRACANJUBA 395G TP 01X1 TRAD (27 UND)	alimentos
POMAROLA CASEIRO MANJ 24X300G	alimentos
0-1446 - REQ CREMOSO LIGHT 24X200G V - 330806	alimentos
20-IOG LIQ VITAMINA 9X900G - V - 739456	alimentos
MARIA COMPOSTO TRAD 20X500	alimentos
ALLMIX GRN CHOCOLATE 250G	alimentos
BARRA NUTS 24.3.22 - Lote(s): 160109 - Deriv: 24.3.22g	alimentos
SUCO MAGUARY NECTAR PET 1,5LT GOIABA (12 UN)	alimentos
TORTA DE PALMITO	alimentos
NECTAR DE UVA EMBALAGEM 1LT 1X12	alimentos
AZ.VDS.S/CAROCO VF-VIDRO 24/160G 0	alimentos
LINGUICA CALABRESA 2,5KG	alimentos
CEREAL BISCO 220g Cx c/12 un. PROMO25%	alimentos
BOMBOM LACTA DIAMANTE NEGRO 20X20G 76223008623000	alimentos
POLPA TOMATE PREDILECTA SC 340G (24 UN)	alimentos
BISCOITO DE POLVILHO DOCE 200 GR	alimentos
391 (ERR)ERVA MATE CHIMARRAO - 500G	alimentos
MASSA ALIMENTICIA DE ARROZ INTEGRAL URBANO PENA 24X500GR	alimentos
MORTADELA PERDIGAO PECA	alimentos
CHA MAIS CHA ANIS-ESTRELADO 10 SACHES 10G	alimentos
BAT OND CRONY NATURAL 20X100G	alimentos
MASSA PARA PASTEL MEDIO 400G	alimentos
ACTIVIA LIQ FAM PESSEGO LTE FERM 900GX15	alimentos
BEBIDA MISTA CITRUS MANGA PET 12X330-INDAIA	alimentos
DOCE DE LEITE LU POTE 24X400	alimentos
PAO DOCE TIPO MELAO CONG 500GRS CX 6KG UNICA	alimentos
PIPOCA MICRO YOKI MINI BAG NAT SAL 50G	alimentos
BOLINHO BAUDUCCO BRIGADEIRO UND 1 X 1 40G	alimentos
IOG DANONE GREGO 100G, CHEESECAKE GOIAB	alimentos
CHOC LACTA 20GR LAKA BRANCO DP C/20	alimentos
DOCE PACOCA VALENCIO PCT 140G	alimentos
GELEIA MOCOTO C/ AMENDOIM 400GR	alimentos
0-IOG LIQ LACTIVE MGO 28X180G V - 738866	alimentos
RICHESTER COOKIE CHOC C GOTAS DE CHOC 12X40	alimentos
CONDIM BRASILIA CHOC GRANUL 40G	alimentos
PAO MANDI 4HS PCT 4 KG- (Vlr Aprox. Tributos R$ 4.09 (16.11%) Fonte:IBPT	alimentos
6-IOG POLPA VIT 8X6X90G V - 666726	alimentos
Leite Ferm Danup Vit Banana 300gr 97140 Danone GF	alimentos
