text	cosmetics	cleaning	food
POLPA SEMPRE VIVA CX C/ 36 PCT 04 UND X 100GR CAJA	0	0	1
Tempero Seafood Magic 71G	0	0	1
PALMITO IMPERADOR INTEIRO VD 24X120 GR	0	0	1
DOCE DE COCADA MORENA EM PEDACOS-300GR	0	0	1
BISCOITO AMANT. TRADIC 350G	0	0	1
CRAVO CANELA GENGIBRE NATURAL 1X30	0	0	1
"AZEITONAS PRETAS C/CAROCO HEMMER;PT; CX 24; 0,200 KG"	0	0	1
BISC WAFER VISCONTI CHOC 120G 4593 CX 48	0	0	1
7898925675129 CHA SONETO MATURIDADE FEMININA ORG.SACHE CX COM 10 UNID 10G	0	0	1
Iogurte Danone 220g Danoninho Ice Morango Calda De Uva Danone UN	0	0	1
MOLHO DE ALHO ESPECIAL 150ML 12X1	0	0	1
MOLHO DE PEQUI COM PIMENTA 150 ML	0	0	1
REQ + FAMILIA 500G VALEZA Lt: 118904	0	0	1
0-IOG MGO CHOCOMAX 18X165G V - 738803	0	0	1
NESLAC COMF LEIT 6X800	0	0	1
SALGADINHO DE MILHO - RUPPERS - 050GR - 20X1 - CEBOLA	0	0	1
Rosca de Amendoim 200g	0	0	1
AGUA DE COCO CV TP 27 X 200ML L TUNES	0	0	1
RF.BEB.LACTEA CANTO MINAS MORANGO UND 1 X 1 540G	0	0	1
4-IOG GREGO TRAD 24X100G - VIGOR - 731672	0	0	1
SALAME TIPO MILANO FATIADO PCT 1KG(1)(260)	0	0	1
COOKIE CASTANHA PARA - Lote(s): 161026 - Deriv: 20x200g	0	0	1
NIBS DE CACAU CRU - 100 GR	0	0	1
LEITE FERM DANON ACT.POLP 0% MAC B 400GR 12	0	0	1
SALMAO G COSTAAZEITE 125G	0	0	1
SARDINHA COQUEIRO TOM 125G	0	0	1
LEITE FERM DANONE ACT.NAT.S.LAC S.D 100G QTD. 26 UN	0	0	1
11 DOCE TABLETE SIRIO 500G 30X1	0	0	1
GRAN COOKIE INT NUTS C/ GOTAS DE CHOCOLATE - Lote(s): 161006 - Deriv: 10x150g	0	0	1
Mac. Semola Penne Emege 24x500g	0	0	1
RAPADURA PURA 550G	0	0	1
MOLHO TOM TARANTELA POUCH 340G	0	0	1
PACOCA KUKYTA PT ROLHA 18X220	0	0	1
GRAVITTA LIGHT BANANA E QUINOA C/12 (Lote: 50031, Data Validade: 01/08/2017)	0	0	1
ERVA TER. TERRAMATE BOLDO-MENTA 500G	0	0	1
BF MORANGO 48X3X20G VOL16.00	0	0	1
Cha Vermelho de Rooibos com Baunilha 35g	0	0	1
MOLHO ALHO HEMMER 150ML	0	0	1
REQ 200G AMID MOD CARREFOUR Lt: 119650	0	0	1
PACOQUINHA DIET S/GLUTEN 24X25GR HUE	0	0	1
"MOLHO BARBECUE PICANTE HEMMER;BG; CX 15; 0,330 KG"	0	0	1
47-1457 - IOG INT LJA CEN MEL 12X170G V - 1457	0	0	1
ALLMIX GRN PREMIUM 250G	0	0	1
KIT TIGELA CHOCOBOLL/CORNSUG 12 X 500 G Tot. Tributos R$ 93,93 Federal R$ 48,89 Estadual	0	0	1
NECTAR DAFRUTA PREMIUM MARAC 27X200ML	0	0	1
BISCOITOS DIMINAS AGNUS 1X150 GR	0	0	1
LEITE PO NAN SUPREME 1 INFANT 0 A 6 MESES LATA 400G	0	0	1
BN NUTRY MORANGO 24X2X30G VOL4.00	0	0	1
LEITE FERMENTADO NINHO 450G	0	0	1
OLEO MILHO QUALIT 20/900ML	0	0	1
MASSA GRAGNANO SPAGHETTI AL NERO DI SEPPI - 500G	0	0	1
POLPA DE ACAI ESPECIAL 1 KGValor Aprox. Trib. R$358,97 Federal e R$0,00 Estadual Fonte: Lei n. 12.741/12. Fonte: IBPT	0	0	1
LEITE COND ITALAC TP 395G (27 UN)	0	0	1
CHOC L DIAMANTE NEGRO 20G DI 20UN	0	0	1
OVO PASCOA 15 DIAM NEGRO 12UNX215G	0	0	1
ATUM RALADO AO NATURAL C/ CALDO VEGETAL 24 X 170 GR - 88	0	0	1
ADES ZERO MACA TB 27X200ML	0	0	1
AMEIXA EM CALDA LATA 12X400g PREDILECTA	0	0	1
MOLHO TOM DEZ REFOGADO SCH 340G	0	0	1
SUPINO LIGHT BAN.CHOC.AO LEITE C/08 (Lote: 48377, Data Validade: 12/10/2016)	0	0	1
ACHOC NESCAU 2.0 SCH LV800 PG700G	0	0	1
CROSTINI 150g Cx c/6 un. LANCAMENTO	0	0	1
TEMPERO PARA FEIJAO 50G	0	0	1
GRANEL C.S. BANANA - 6 X 1	0	0	1
Okaki Gergelim 100g Sankio	0	0	1
CAPPELLETTI DE FRANGO 24X0,225GR/5,4KG	0	0	1
STEVITA COOKIE BAUNILHA 24X120	0	0	1
CHOCOLATE TRI-GOSTOSO BRANCO COM CRANBERRY 15G CAIXA C/12 DISPLAYS	0	0	1
GRANOLA POP DICEL 10 X 300 GR Tot. Tributos R$ 40,06 Federal R$ 20,85 Estadual	0	0	1
ADES MARACUJA TB 12X1L	0	0	1
Leite Ferm Actimel Danone 600g Morango	0	0	1
Wafer Minueto Ch./Coco 30x130g	0	0	1
PIZZA SADIA FGO CAT 460G	0	0	1
RF.LEITE FERM.CORPUS BREAK MGO LIGH UND 1 X 1 170G	0	0	1
DOCE MAMAO RAL DIET HOUSE 250G	0	0	1
POLPA DE ABACAXI C HORT EVA 100G CX 12KG	0	0	1
AZEITONAS VERDES SEM CAROCO FUGINI SACHE 24 X 150 G	0	0	1
LINGUICA SUINA COM CHEIRO VERDE ALEGRA 600 G CG	0	0	1
REFRESCO FRESQUETO UVA COPO (01X24X290ML)	0	0	1
BATATA CRONY NAT 45G	0	0	1
CREME DE LEITE PIRACANJUBA TP 200GR CX-27-UN	0	0	1
REQ COPO 200G VALEZA Lt: 120521	0	0	1
SAL GROSSO 500G COM ERVAS FINAS (BRANCO)	0	0	1
GELEIA MIRTILO LINEA 12X230G(LOTE: 86484 - DT. VALIDADE: 20/09/17)	0	0	1
BISC.DIMINAS MARGARIDA 20X200GR	0	0	1
ADRIA TORRADA TRADICIONAL 32X160G	0	0	1
GELEIA DE MORANGO DIET 170G	0	0	1
PERU TEMP PERDIGAO KG KG / 1	0	0	1
MOLHO BOLONHESA QUERO SC 24/340G	0	0	1
4-IOG LIQ LACTIVE MGO 28X180G V - 738866	0	0	1
6-IOG LIQ MORANGO 6X1260G V - 737736	0	0	1
BARRA DE CEREAL NUTRY AVEIA BANANA E MEL 22G	0	0	1
BF NUTRY COCO/CHOC 48X3X19G VOL88.00	0	0	1
LEITE FERM DANONE 400G ACTIVIA AVEIA	0	0	1
AZEITONA VERDE GALLO AZ OREG 170G CX 12	0	0	1
COALHADA INTEGRAL AMEIXA	0	0	1
CREME DE LEITE UHT MARAJOARA 200G CX. C/27 UN	0	0	1
Bisc.Rech.Hot Cracker Pres.24x100g	0	0	1
REQ COPO 200G VALEZA Lt: 120844	0	0	1
LINGUICA CALAB SADIA KG LKS	0	0	1
GELEIA UVA FUGINI PT PLST 24 X 130 G	0	0	1
VIT TRELOSO RECH CHOC 30X60	0	0	1
POMAROLA TRADIC. Tetra 12x520	0	0	1
PETIT SUISSE DANONINHO BAUN AVEIA 220G	0	0	1
REQUEIJAO DANONE TRAD 200G	0	0	1
PIPOCA MICRO YOKI BACON 100G	0	0	1
CAJU NUTRICAU 20X100 G	0	0	1
CREME AVELA C/ CACAU 12X150G(LOTE: 083 - DT. VALIDADE: 23/03/17)	0	0	1
21-IOG LIQ MORANGO 9X900G - V - 739455	0	0	1
LEITE APTAMIL 2 800G	0	0	1
BISC. PALITOS SALGADOS LINHACA DOURADA - 150G	0	0	1
RUSTICO BREAD225g Cx c/8 un. COMPENSAR AVARIA 1 UNID	0	0	1
5-1188 - BEBIDA DE MORANGO 27X200ML V - 1188	0	0	1
SALG ELMA CHIPS CEBOLITOS 120G	0	0	1
PALMITO DE PUPUNHA AMB 15X	0	0	1
TEMPERO COMPLETO 300 GR KI ALHO	0	0	1
BISCOITO NESTLE NESFIT 120G CACAU/CEREAI	0	0	1
LEITE FERM DANONE ACTIVIA AMEIXA 900 GR QTD. 11 UN	0	0	1
MARG DELICIA LIGHT 35% LIP 500GR CX/0012	0	0	1
CREME DE LEITE PIRACANJUBA 1KG 01X1	0	0	1
RAPADURA PURA LU 15X500	0	0	1
TABLETE CHOCOLATE ORG 75% NIBIRUS	0	0	1
TOMATE SECO HEMMER - PT, CX 12, 0,110 KG	0	0	1
REQ COPAO 500G QUALITA Lt: 125769	0	0	1
BR NUTRY MORANGO 40X3X20G VOL2.00	0	0	1
MASSA PARAFUSO S TRIC24X500	0	0	1
TIRINHAS DE FGO EMPANADAS CONG 300G	0	0	1
BEB LACT UHT CHOCOLATE FRIMESA 1LT(1,3)(839)	0	0	1
MABEL SEQUILHOS NATA 400X18	0	0	1
ACTIVIA LIQ AVEIA LTE FERM 900G	0	0	1
IOG ACTIVIA CAFE MANHA MAC CAN CER 170G	0	0	1
TEMPERO ALHO E SAL CAMPEAO 300G	0	0	1
BISCOITO OREO CHOCOLATE 90G 76223008735600	0	0	1
BISC RECH NEGRESCO ECLIPSE NESTLE 140G	0	0	1
BEBIDA UVINHA 310ML 18X1	0	0	1
SUCO DE MARACUJA SERIGY 12 X 500 ml	0	0	1
IOG.PAULISTA GREGO MORANGO 95GR 20	0	0	1
BISC RECH NEGRESCO ECLIPSE NESTLE 140G CX 63	0	0	1
SUCO NUTRI NECTAR 1LT UVA (6 UN)	0	0	1
ALHO GRANULADO 80G 20X1	0	0	1
AZEITE AROMATICO COM MANJERICAO FRESCO BORGES GF6X200ML	0	0	1
54-IOG LIQ LACTIVE AME 9X900G - V - 739453	0	0	1
CORN SUGAR 6 X 300 GR Tot. Tributos R$ 11,10 Federal R$ 5,78 Estadual	0	0	1
SUCO NUTRI NECTAR INTEGRAL 1LT PESSEGO (6 UN)	0	0	1
RF.IOG.BATAVO PED.FRUTA MORANGO - 0001X0006X400G	0	0	1
SMOOTHIES MIX DE FRUTAS - MACA E UVA - Lote(s): L117008:273 - Deriv: 10.90g	0	0	1
"CONFEITO PIPPER CHOCOLATE -MARCA SAM""S- 24X500G"	0	0	1
BISC LEITE BELMA 20X400G	0	0	1
DOCE CLAMEL AB 50X1	0	0	1
SUPLY COOKIES FRUTAS SILVESTRES E ROMA - Lote(s): 160105 - Deriv: 8 x 150	0	0	1
ACTIVIA CAFE DA MANHA LIGHT 170G MOR TAN	0	0	1
AMENDOIM CARTELA CROCKS 10X30G	0	0	1
ROSQ AVEIA E MEL - Lote(s): 160322 - Deriv: 20x200g	0	0	1
OLEO DE SOJA LIZA (PET) 900ML	0	0	1
MAC.ADRIA PENA OVO PCT 1 X 1 500G	0	0	1
Pao Forma Gran Nature 500g	0	0	1
BISCOITO SABOR PIZZA 3,0 KG 1X3KG	0	0	1
POLPA DE TOMATE ORG VD 325G 150916	0	0	1
BC NUTRY FRUTAS VERM 12X24X22G VOL10.00	0	0	1
BERINJELA ITALIANA 3kg	0	0	1
CHOCO POWER BALL PC 500G	0	0	1
NUTMIX BANANA COM COBERTURA DE CHOCOLATE DIET DP C/16 UND	0	0	1
HARALD CREME GANACHE MELKEN CHOC AO LEITE 1KG	0	0	1
CHA LEAO FUZE PRETO+PESSEGO1.6GX15UNCX36	0	0	1
DOCE MAMÃO RALADO C/ LEITE KREM 350G	0	0	1
MILHO LIGHT VAPOR 24x200G	0	0	1
SALG DE MILHO QUEIJO POP 40X15 PP	0	0	1
TAGLIATELLE - 500G	0	0	1
PPA PACOCA ROLHA CX=24PTE DE 180G	0	0	1
MOLHO TOM POMAROLA CASEIRO SCH ALHO AZEI CX 24	0	0	1
ACAI BELLO FRUTO ESPECIAL 1KG Lt	0	0	1
OLEO GIRASSOL QUALIT 20/900	0	0	1
BATATA CHIZZPA CRE/CEBOL 160G	0	0	1
MOLHO PIMENTAMEDEZ 80ML 12X1	0	0	1
MILHO VERDE QUERO LT 24/200G	0	0	1
MAC MILHO RIGATON LV 200G	0	0	1
14-IOG POLPA MGO 8X6X90G V - 666722	0	0	1
GELEIA MOCOTO C/CANELA DICEL 12 X 400 GR Tot. Tributos R$ 68,86 Federal R$ 35,84 Estadual	0	0	1
GELEIA MORANGO LINEA 12X230G(LOTE: 87091 - DT. VALIDADE: 09/05/18)	0	0	1
AZE ESP BORGES EV MARCANTE 500ML	0	0	1
ACTIVIA 180 G 0%LIQ MORANGO E KIWI	0	0	1
SALSICHA ANGLO TP VIENA 180 GR	0	0	1
NAMASTEA CHA VERDE C/ LIMAO 6X1.0L	0	0	1
BATATA PALHA VISCONTI EXTRA FINA UN - 1X500G	0	0	1
CHUCRUTE HEMMER - PT, CX 15, 0,450 KG	0	0	1
IOG SEM LAC MORANGO ZERO 500G CX C/20	0	0	1
CM NUTRY NUTS CXT 12X280G VOL10.00	0	0	1
GRANOLA POP DICEL 10 X 300 GR Tot. Tributos R$ 18,08 Federal R$ 9,41 Estadual	0	0	1
FORTALEZA SEM.COVOS NINHO 20X500	0	0	1
Barra Cer.GranoFibra Pes/Dam.24x20g	0	0	1
PIMENTA BODE 50G KI SABOR	0	0	1
CALABREZA GRANEL	0	0	1
REQ POTE LIGHT 250G VALEZA Lt: 119414	0	0	1
CHUTNEY DE MANGA PL 200G	0	0	1
"REPOLHO ROXO HEMMER;PT; CX 15; 0,400 KG"	0	0	1
KARAAGUE 2 X 2 KG	0	0	1
CONCHIGLIONI - 500G	0	0	1
DOCE DE COCO 300g	0	0	1
DOCES EM TABLETES 280gX80 UD 300gx63UD E CARULINA	0	0	1
30-1448 - REQ CREMOSO TRAD 24X200G V - 1448	0	0	1
BISC.INT.ALHO E OREGANO - Lote(s): 222112 - Deriv: 12.80gr	0	0	1
BATATA WHAW COSTELA NA BRASA 24X50 GR	0	0	1
TORTUGUITA IOGURTE MORANGO DI 408G	0	0	1
TEMPERO PARA FRANGO C/ MOEDOR 53G U CHEF	0	0	1
ARISCO TEMP EM PO CARNES 24X10X5G	0	0	1
BISC LEITE NUTTY 20X400G	0	0	1
LEITE PO NAN COMFOR 1 INFANT 0 A 6 MESES LATA 800G	0	0	1
BF CASTANHA CUPUACÚ 48X3X20G VOL64.00	0	0	1
Mac. Semola Padre Nosso Emege 24x500g	0	0	1
BEB LACT UHT BATIDA FRUTAS FRIMINHO 3X200ML(1,2)(4)	0	0	1
Fibratto Cacau 135g	0	0	1
CREME DE PIMENTA 6 X 235 ML Tot. Tributos R$ 3,36 Federal R$ 1,75 Estadual	0	0	1
MAIONESE SOYA	0	0	1
REQUEIJAO LIGHT 180 G(1,3)(975)	0	0	1
MABEL AMANT LEITE 330X32	0	0	1
DVALE MAIS PES LG 6X1L	0	0	1
OLEO SOJA BREJEIRO 900ML 20X1un QTD. 1500.00 CX	0	0	1
DOCE MOCOTO BONZAO 16X400G	0	0	1
RUSTICO BREAD225g Cx c/8 un.	0	0	1
POLPA DE ABACAXI100GR	0	0	1
Doce Banana Cristalizada 400g Cx 15	0	0	1
SPECIAL CEREAL CORN SUGAR - 24 X 300 GR	0	0	1
CHA MAIS CHA PESSEGO SACHE 1,5 G	0	0	1
MINI CHICKEN PERDIGAO 300GR 01X1 PIZZA	0	0	1
POLPA DE ACAI ESPECIAL 100 GValor Aprox. Trib. R$644,69 Federal e R$0,00 Estadual Fonte: Lei n. 12.741/12. Fonte: IBPT	0	0	1
MANTEIGA PIRACANJUBA C/SAL POTE CXA 1 X 20 500G	0	0	1
AMENDOIM CARTELA CROCKS 10X30GR	0	0	1
IOG DES BLUEBERRY E COLAGENO 150G CX C/24	0	0	1
CHOC SUFLAIR NESTLE 110G	0	0	1
MARIA TRAD SACHE 24X196G	0	0	1
BATATA RUFFLES ORIG 400G CX 6	0	0	1
IOG LIQ LIGHT MOLICO MAM 170G	0	0	1
CX/06X12 DISPLAYS COOKIES S/GLUTEN AMARANTO C/CACAU 30G L:12722 QTD:1	0	0	1
GUARAMIX PREMI DRINK 500	0	0	1
PIPOCA MICRO-ONDAS LIGHT SINHA 24X100g	0	0	1
PAPRICA PICANTE 50G	0	0	1
CX/12 UN GRANOLA SEM GLUTEN QUINOA COM CASTANHAS 200G L:12517 QTD:8	0	0	1
MOLHO DE PEQUI C/ PIMENTA 150ML FIBRA FORTE	0	0	1
MOLHO SALADA CASEIRO FUGINI FRS 12 X 254 ML	0	0	1
POLPA DE PEQUI IMPERADOR VD 15X260 GR	0	0	1
AZEITONA VERDE SEM CAR. DICEL 12 X 160 G Tot. Tributos R$ 8,50 Federal	0	0	1
MACARRAO NISSIN INSTANTANEO CREMOSO CARNE 88G	0	0	1
BEBIDA DE ACAI 1,02 STA 6 SC 40	0	0	1
SUPLY COOKIES CASTANHA DO PARA E CAJU - Lote(s): 151016 - Deriv: 8 x 150	0	0	1
IOG SEM LAC DES AMEIXA ZERO 500G CX C/20	0	0	1
PAN BLANCO 200g Cx c/8 un.BONIFICADA P/ AMENIZAR PERDAS	0	0	1
10-8786144 - LECO EXTRA CREMO S/S 15X200G L - 8786144	0	0	1
GRAIN FLAKES CEREAIS MALTADOS - Lote(s): 160414 - Deriv: 15x850g	0	0	1
BR NUTRY MORANGO 40X3X20G VOL1.00	0	0	1
MILHO-VERDE AO VAPOR FUGINI LT 24X200G	0	0	1
CREME DE LEITE 350 GR PALMA	0	0	1
20-IOG GREGO LIMAO SICI 24X100G-V - 731669	0	0	1
40-IOG GREGO ZERO MARACUJA 24X100 - 737564	0	0	1
GELEIA FRAMBOESA LINEA 12X230G(LOTE: 86732 - DT. VALIDADE: 15/12/17)	0	0	1
30-IOG POLPA VITAM 8X6X90G-INFANT - 733541	0	0	1
CHOCOLATE LINEA SUCRALOSE ZERO ACUCAR BRANCO 30G	0	0	1
ACHOC TODDYNHO CHOC TP 200ML	0	0	1
KIT TIGELA CHOCOBOLL/CORNSUG 12 X 500 G	0	0	1
QA PESSEGO EM CALDA TRAD 450G	0	0	1
ARISCO TEMP S/PIMENTA CP 24X300GR	0	0	1
SALAME ITA SADIA PECAKG SSS	0	0	1
CHOC NESTLE CHARGE 40G 4649 CX 30UN	0	0	1
Frango a Jardineira	0	0	1
NECTAR UVA 200 ML ITALAC	0	0	1
COOKIE LIGHT AVEIA, AMENDOAS E SEMENTES - Lote(s): 151209 - Deriv: 20x150g	0	0	1
EMPADAO DE FRANGO *	0	0	1
DUETO AO VAPOR FUGINI LT 24X200G	0	0	1
REQ. REGATAS 12X200G ERVAS FIN COM AMIDO	0	0	1
ROSQ COCO RANCHEIRO 12X800G	0	0	1
7000487015- SALGADINHO DE BATATA FRITA - PRINGLES MEGA ORIGI SALGADINHO DE BATATA FRITA PRINGLES MEGA ORIGINAL PR RG ORG	0	0	1
CHOCOLATE MENDOA 60% DE CACAU COM COCO 75G UNICA	0	0	1
MAION.SOYA PET UND 1 X 1 500G	0	0	1
BATATA PALITO TRADICIONAL (25X400G) CONG 10MM SWIFT	0	0	1
AZEITONA VD C/C LV PT 12x360 g 0000045871	0	0	1
AMANTEIGADO COCO CAPRICCHE 30X110g	0	0	1
CUPUACU 400 GR R.	0	0	1
7000958004 - SALGADINHO DE MILHO - PRINGLES TORTILLA PR-TOR SALGADINHO DE MILHO PRINGLES TORTILLA PR-TOR ORG SABOR ORIGI	0	0	1
0-MANTEIGA VIGOR COM SAL 25X200G - 735553	0	0	1
AZEITONA VERDE GORDAL DICEL 12 X 350 G Tot. Tributos R$ 77,28 Federal	0	0	1
5-IOG POLPA COCO 8X6X90G V - 666724	0	0	1
NUTS BAR CASTANHAS E FRUTAS 12x20 (Lote: 51885, Data Validade: 01/08/2017)	0	0	1
NAN HA GOLD 400G	0	0	1
DOCE BANDEJA BANANADA 350GR	0	0	1
MAIONESE HELLM LIGHT 500G CX 12	0	0	1
DOCE A BASE DE MOCOTO C/ LEITE 400G LU CORTADA	0	0	1
ENROLADINHO DE QUEIJO	0	0	1
CHIPS KIDELICIA 20X40 CHURRASCO	0	0	1
AZEITONAS STAND UP 24X200G DEZ+	0	0	1
BISC GAUCHO 4KG- (Vlr Aprox. Tributos R$ 20.2 (27.45%) Fonte:IBPT	0	0	1
BISC.BAUDUCCO WAFER TRIPLO CHOC. UND 1 X 1 140G	0	0	1
PAO TIPO BAGUETTE - Lote(s): 15329 - Deriv: 6.150 GRAMAS	0	0	1
PARAFUSO OVO PETYBON 18X500G	0	0	1
GRANOLA LIGHT DICEL 300 GR Tot. Tributos R$ 2,67 Federal R$ 1,39 Estadual	0	0	1
CHA VERDE NATIVA 100G 1x1 QTD. 10.00 PC	0	0	1
AZEITE DE OLIVA EXTRA VIRGEM IL GREZZO PAGANINI ITALIA 500ML	0	0	1
M.GALO SEMOLA PARAFUSO 220X500G	0	0	1
1-BEB LAC POLPA LECO VITAMINA 10X540G - 757429	0	0	1
DOCE LEITE COCO NSG 400G	0	0	1
EMP SEARA T MONICA 300G CENOURA (16 UN)	0	0	1
Suco de Maca Gold Schorle 1 Lt	0	0	1
M.RENATA C/OVOS LASANHA 28 UNID. 200G	0	0	1
MOLHO DE PIMENTA CALABRESA 135ML	0	0	1
10-IOG GREGO NAO ADOCADO 24X100G - 732668	0	0	1
CHA MATE PYTAIA 300ML	0	0	1
SUCO MAGUARY NECTAR PET 1,5LT LARANJA (6 UN)	0	0	1
OVOS CLASSY 12 X 230G SONHO DE PASCOA Nº 34	0	0	1
ALCAPARRA LV C/ 12 PT 60G 0000046528	0	0	1
NUTRINECTAR PESSEGO INTEGRAL 27 X 200ML	0	0	1
Beb Lactea Uht 200ml Danette Achocolatado Danette UN	0	0	1
RECHEADO BRIGADEIRO FUTURIN HOS 30X60G	0	0	1
BC NUTRY FRUTAS VERM 12X24X22G VOL1.00	0	0	1
LEITE PO NESLAC COMFOR INFANT PRO GROW LATA 800G	0	0	1
MARIA COMP. MANJERICAO 20X500	0	0	1
Bisc.Parati Salgado Integral 12x400g	0	0	1
4-IOG GREGO BANA CARAM 24X100G-V - 731662	0	0	1
MANTEIGA COM SAL 300g PALMA	0	0	1
FARINHA LACTEA MARATA 12X230GR	0	0	1
GARRAF. DE COLORAU 90GR	0	0	1
QUEBRA QUEIXO 8X25X26	0	0	1
DANIO BLUEBERRY 125G	0	0	1
- AZ.VDS.S/CAROCO RIVOLI-VIDRO 24/160G - Cod. FCI: C45628DC-C86F-46D0-9D66-93540D866F90	0	0	1
GRAN COOKIE INT BERRIES (CRANBERRY, GOJI E ACAI) - Lote(s): 160215 - Deriv: 10x150g	0	0	1
AZEITONA VD FAT LV PT 12x300 g 0000047228	0	0	1
DOCES EM TABLETES 300X63UND.	0	0	1
PEPINOS EM VINAGRE SUAVE TAUA - PT, CX 15, 0,300 KG	0	0	1
TEMPERO MAGGI BASE ERVAS FINAS + BOLSA PRA ASSAR 25G	0	0	1
ERVILHA EM CONSERVA FUGINI SACHE 32 X 200 G	0	0	1
REQ COPO 200G VALEZA Lt: 121133	0	0	1
REQUEIJAO BAIANO	0	0	1
4-IOG GREGO ZERO AMORA 24X100G - 752979	0	0	1
TALENTO Tablete Meio Amargo 18(15x25g)BR	0	0	1
AZEITONA VERDE DICEL 12 X 500 G Tot. Tributos R$ 102,83 Federal	0	0	1
Sandella Pip Nat 80gx24	0	0	1
32-IOG LIQ MORANGO 9X900G - V - 739455	0	0	1
POLPA DE ACEROLA 10X100GR X 12	0	0	1
MASSA ALIMENTICIAS ITAL INT FRANGO/CREAM CHEESE	0	0	1
KETCHUP HELLMANNS TRAD SQUEEZE 380G	0	0	1
0-8186250 - VIGOR MIX C/S 12X500G - 8186250	0	0	1
ARISCO ALHO C/SAL CP 24X300GR	0	0	1
MIX P/ FRANGO C/ MOEDOR 53G U CHEF	0	0	1
PA30918150160Q PRINGLES DELIGHT ORIGINAL 14/125G SALG BATATA KL	0	0	1
CHA PRETO LIMAO GOOD LIFE COPO (01X24X290ML)	0	0	1
LEITE FERM DANONE ACTIVIA MA/CER/AV 800G 6	0	0	1
ACAFRAO 50G	0	0	1
POLPA DE GRAVIOLA 1 KGValor Aprox. Trib. R$99,90 Federal e R$183,60 Estadual Fonte: Lei n. 12.741/12. Fonte: IBPT	0	0	1
TEMPERO MRS. DASH EM FRASCO SABOR HAMBURGUER GRILLING 71g	0	0	1
Doces diversos Brigadeiro cx/24	0	0	1
ALCAPARRA LV SHR 4x2 kg 0000042349	0	0	1
BATATA PALHA CX 9X500G	0	0	1
BARRA FRUTA NUTRY CASTANHA CUPUACU 20G	0	0	1
BF CASTANHA CUPUACÚ 48X3X20G VOL15.00	0	0	1
DANONE LIQUIDO BATIDO 900GX15	0	0	1
MILLY FRIENDS 125g Cx c/6 un.	0	0	1
Danio Abacaxi Com Raspas De Limao 125g	0	0	1
EL DORO QUEIJO NACHO 24X55GR	0	0	1
AZEITONA PREDILECTA STANDUP 200G	0	0	1
BISCOITO CLUB SC ORIGINAL 156G 78933332892100UN1UN	0	0	1
DOCE Á BASE DE MOCOTÓ C/ AMENDOIM400G	0	0	1
ARROZINA TRADICIONAL C/FERRO 200GR CX/0050	0	0	1
5-1357 - IOG NATURAL DESN 12X170G V - 330566	0	0	1
PALMITO DICEL PICADO 300 GR Tot. Tributos R$ 17,49 Federal	0	0	1
PAO CASEIRO 4HS KG- (Vlr Aprox. Tributos R$ 12.27 (16.11%) Fonte:IBPT	0	0	1
"MOSTARDA ERVAS FINAS HEMMER;PT; CX 12; 0,180 KG"	0	0	1
MILHO VERDE FUGINI SCH 200G	0	0	1
LEITE PO DESN INST PIRACANJUBA 200G	0	0	1
PIMENTA BODE 70G 12X1	0	0	1
Mac.c/Ovos Parati Espag.Ninho 20x500g	0	0	1
SALG. CROK 50 X50G QUEIJO 2LINHA	0	0	1
MOSTARDA PICANTE DICEL 12 X 200 GR Tot. Tributos R$ 29,59 Federal	0	0	1
0-1188 - BEBIDA DE MORANGO 27X200ML V - 1188	0	0	1
Ketchup Trad. - 192 x 5g - TAKI	0	0	1
POLPA CACAU BRASFRUT 4X1kg	0	0	1
GRANOLA DE LICURI 175G	0	0	1
AZEITE OLIVA E.V LV GFA 12x500 ml 0000044407	0	0	1
OLEO DE GIRASSOL REFINADO (GIR118/9895)	0	0	1
PATE DE FIGADO DE PATO COM VINHO DO PORTO	0	0	1
RF.LINGUICA FGO AURORA CONG. PCT 1 X 1 800G	0	0	1
SAL ROSA TEMPERADO PARA FRANGO - 390G SMART	0	0	1
Geleia de umbu Organico- 240g	0	0	1
SUCO MAGUARY MARACUJA 500ML CX/0012	0	0	1
MOLHO ALHO ERVAS KODILAR 150ML	0	0	1
36-1448 - REQ CREMOSO TRAD 24X200G V - 1448	0	0	1
BATA.PRINGLES DELIGHT ORIGINAL 125GR	0	0	1
GRAVITTA LIGHT BANANA E QUINOA C/12 (Lote: 49373, Data Validade: 06/06/2017)	0	0	1
IOGURTE NATURAL NESTLE 170G	0	0	1
DOCES EM TABLETES 300X63UND.280X80UD 220X96UD GOIABANA E BANANADA	0	0	1
POLPA SEMPRE VIVA CX C/ 15 PCT 10 UND X 100GR ABACAXI	0	0	1
GRAIN FLAKES TRADICIONAL - Lote(s): 151204 - Deriv: 22x300g	0	0	1
11-IOG LIQ MORANGO 9X900G - V - 739455	0	0	1
ACHOC PIRAKIDS 1LT (12 UN)	0	0	1
DOCE CRISTALIZADO BANANADA 300 GR	0	0	1
VIT TRELOSO WAF BRIGAD 40X35	0	0	1
AZEITONA VD FAT LV PT 24x175 g 0000047562	0	0	1
OLEO SOJA VILA VELHA 900ML 20X1UN QTD. 100.00 CX	0	0	1
POLPA DE ABACAXI 100 GRAMAS	0	0	1
KIT TIGELA CHOCOBOLL/CORNSUG 12 X 500 G Tot. Tributos R$ 35,53 Federal R$ 18,49 Estadual	0	0	1
AZEI POR EX VIR ANDORINHA VD 500ML	0	0	1
